Gene_id	A1	B1	A2	A3	B2	B3	length
G000913	1493	2839	2320	1844	1610	2523	2628
G000914	2165	993	1243	2141	825	1813	573
G000915	263	196	190	249	126	253	495
G000916	518	1316	1112	539	661	999	1323
G000917	968	2511	1526	1134	1137	1674	2532
G000918	170407	372296	106571	194738	363797	196514	420
G000919	438	209	363	451	181	228	840
G000920	185	145	845	216	81	137	663
G000921	617	465	731	615	474	676	319
G000922	864	1679	3031	1099	1272	1539	1222
G000923	28970	22597	23312	27686	10910	45620	312
G000924	316	574	530	455	204	389	3109
G000925	7075	3464	6266	8345	2094	6168	522
G000926	627	450	889	782	321	599	714
G000927	935	429	1569	1003	228	586	1146
G000928	282	277	601	313	171	180	1368
G000929	1347	568	919	1340	417	528	964
G000930	414	1082	226	521	439	259	1518
G000931	192	97	159	144	34	32	822
G000932	398	1193	280	316	699	283	831
G000933	195	304	358	169	175	197	855
G000934	2452	10689	1816	2628	7442	6205	402
G000935	1053	1631	682	1395	894	1233	777
G000936	113	111	51	99	27	116	765
G000937	1633	1561	2081	1897	1060	979	1416
G000938	665	601	665	691	429	454	894
G000939	789	1440	1063	1003	537	819	1209
G000940	706	2084	1249	642	1444	657	1983
G000941	1319	3720	1946	1591	1173	873	1212
G000942	75	25	148	59	12	24	690
G000943	143	126	109	120	38	84	546
G000944	1361	918	1171	1510	474	653	390
G000945	1529	3885	1183	1576	2385	1794	3060
G000946	315	777	331	400	784	432	735
G000947	632	1605	1223	632	762	450	659
G000948	45	106	37	21	38	61	1407
G000949	2110	2190	2449	2093	1679	1908	1071
G000950	4519	1340	5686	6548	1164	4786	491
G000951	16097	7541	14141	20943	5286	6657	638
G000952	791	1149	1462	779	525	744	1404
G000953	35	26	43	73	18	33	366
G000954	134	256	85	118	203	78	1353
G000955	256	243	274	334	154	198	594
G000956	165	174	290	183	86	145	1368
G000957	351	270	511	381	131	276	717
G000958	181	186	285	156	97	123	1101
G000959	291	987	499	391	585	432	662
G000960	2961	4616	2354	3152	2961	3112	2328
G000961	497	617	1241	666	369	611	1956
G000962	426	1447	256	441	1259	1380	657
G000963	321	756	617	314	340	339	2019
G000964	445	1430	382	540	665	601	2678
G000965	289	915	373	424	464	627	1857
G000966	63	3067	43	99	1148	862	4065
G000967	230	759	313	226	266	422	1233
G000968	16	96	17	13	22	34	615
G000969	556	1766	664	550	757	525	1824
G000970	1711	1949	1316	1676	616	634	7095
G000971	539	1137	762	641	362	535	5033
G000972	390	338	376	370	194	164	644
G000973	621	1181	806	648	369	493	1578
G000974	541	963	1555	833	501	532	1096
G000975	579	371	631	644	263	366	899
G000976	923	218	1521	1558	226	969	213
G000977	160	212	87	140	128	87	1752
G000978	352	355	393	391	245	211	1031
G000979	1413	2088	692	1458	1475	882	864
G000980	6161	3923	4817	8457	3842	6131	1083
G000981	3074	2647	5132	3360	1902	2486	1160
G000982	2393	10088	956	2613	4788	3262	2508
G000983	1181	405	1159	1925	249	1203	687
G000984	0	5660	0	1	3408	8593	1514
G000985	0	633	0	0	452	290	1821
G000986	4	2	1	1	4	4	612
G000987	7169	2548	10086	12385	1599	4270	1473
G000988	1050	574	589	1152	328	328	831
G000989	1440	2711	922	1745	1240	629	1896
G000990	3451	9446	7011	4331	4160	2950	1263
G000991	952	2543	811	895	1357	1027	3225
G000992	319	773	443	373	583	289	1017
G000993	2092	5969	2458	2082	3843	1883	679
G000994	1788	9987	1127	1910	5056	2172	1281
G000995	67701	43163	58080	73691	31333	50796	655
G000996	3212	1725	1712	3230	1738	2386	717
G000997	1166	496	911	1269	376	951	543
G000998	2382	5505	2700	2549	2787	2242	618
G000999	278	1367	616	401	498	614	10044
G001000	1677	4303	1171	1920	3103	1491	1320
G001001	11821	4637	11431	11469	2302	9246	366
G001002	491	1146	646	427	507	575	3021
G001003	489	253	390	353	102	293	342
G001004	8528	19202	10407	8959	13160	16546	1611
G001005	874	2615	778	1015	1264	1581	3942
G001006	6561	35225	4000	7094	20949	10612	1530
G001007	3772	18520	3282	4249	11091	8203	2802
G001008	1907	2523	2063	1906	2040	1623	680
G001009	6025	6594	4439	5649	3645	3586	372
G001010	390	651	780	393	365	618	2016
G001011	431	389	246	534	199	284	612
G001012	3565	2999	1861	4303	2113	1375	738
G001013	1252	852	836	1286	1450	759	1266
G001014	2071	919	1380	2946	528	3155	642
G001015	1417	922	858	1641	367	690	786
G001016	349	646	366	400	450	345	2793
G001017	1425	4354	527	1449	1714	946	3678
G001018	353	425	268	279	330	228	944
G001019	845	1669	752	871	963	716	1740
G001020	189	546	87	228	226	229	3348
G001021	3169	6772	1635	3361	3564	3967	2535
G001022	505	1449	316	517	1113	675	945
G001023	349	487	250	372	471	324	621
G001024	542	2446	204	545	952	543	4038
G001025	322	920	224	336	436	394	1878
G001026	289	1267	291	293	532	499	1359
G001027	1624	621	1704	1751	342	1892	519
G001028	1427	2232	914	1299	1279	1443	1203
G001029	2597	801	2791	2915	669	1928	411
G001030	594	951	643	550	637	563	1770
G001031	622	289	551	819	213	544	530
G001032	887	293	878	864	202	561	912
G001033	5228	13513	4262	5450	7161	7437	2241
G001034	1996	2460	570	2106	2005	902	981
G001035	132	381	248	137	127	198	953
G001036	268	785	469	251	360	420	1143
G001037	418	621	531	478	348	265	864
G001038	770	953	898	1024	542	1064	2766
G001039	1501	3371	1308	1717	2677	1520	1590
G001040	5644	1987	3279	6629	1515	6678	533
G001041	595	784	534	731	413	390	321
G001042	2177	3369	1248	2110	1344	1386	5160
G001043	576	234	590	589	153	137	672
G001044	326	561	370	429	276	329	2549
G001045	673	207	937	885	133	384	567
G001046	7282	4346	9854	8679	3698	7216	603
G001047	2046	1638	4006	2357	1366	881	1032
G001048	1604	765	1295	1922	560	1317	1030
G001049	550	209	635	696	102	427	1077
G001050	301	704	299	385	331	399	852
G001051	2166	8145	1986	2470	5916	4160	2039
G001052	695	3214	609	740	1208	1412	2523
G001053	1404	6012	1078	1280	2171	2832	1974
G001054	7994	6314	5826	10222	4337	7186	435
G001055	1022	2765	857	1218	1486	1448	878
G001056	74	251	153	141	169	93	693
G001057	1384	1302	2038	2050	628	1151	1775
G001058	715	1645	1181	807	787	845	1272
G001059	302	674	609	270	454	337	1857
G001060	267	476	315	296	278	196	1572
G001061	3620	24494	2176	3898	12197	9633	1824
G001062	349	984	191	362	471	514	1449
G001063	671	564	22	926	426	449	1413
G001064	93	99	147	75	37	54	663
G001065	144	71	139	188	31	178	1458
G001066	2084	535	1297	2016	401	1810	567
G001067	992	2410	1172	1218	1056	1004	3906
G001068	1067	1847	930	1121	998	1136	1377
G001069	2272	3014	1660	2421	2142	1715	858
G001070	4050	3023	4243	4528	1321	5675	414
G001071	488	2347	245	535	1009	554	1635
G001072	1367	1426	2875	2565	876	1219	846
G001073	1512	8503	1837	1550	3762	2285	1063
G001074	2007	4159	860	2167	2321	1910	1398
G001075	310	380	513	359	159	88	384
G001076	997	2260	779	1193	1085	724	1368
G001077	1559	1960	1227	1732	1158	731	426
G001078	563	1666	229	470	644	358	1872
G001079	855	1034	368	968	638	386	659
G001080	1021	533	936	1218	324	613	660
G001081	3597	1873	1763	3490	1426	1533	1012
G001082	347	145	314	216	114	240	663
G001083	3721	1260	3166	3577	1222	2579	733
G001084	4058	6370	1472	4502	4068	4440	1155
G001085	1379	1875	1902	1495	937	1682	1467
G001086	204	281	257	254	155	87	891
G001087	1068	1384	1123	1341	575	679	1780
G001088	298	843	325	315	396	384	1164
G001089	133	95	111	145	59	63	1212
G001090	220	105	224	144	54	46	918
G001091	8649	8646	12166	9924	6644	5434	363
G001092	1942	4395	4159	2464	2989	1875	606
G001093	672	134	636	1012	113	250	441
G001094	1534	1108	2521	1913	1009	970	786
G001095	867	715	837	996	387	551	1545
G001096	2009	1622	1770	2389	1102	1530	576
G001097	1186	3807	513	1538	1894	991	882
G001098	1072	1352	650	1057	859	718	2943
G001099	1717	1361	2121	1711	851	856	921
G001100	790	910	575	862	723	455	891
G001101	381	672	285	396	332	262	975
G001102	3244	1298	4340	4305	992	1075	399
G001103	350	700	279	360	251	410	2965
G001104	475	893	609	531	353	475	2022
G001105	866	490	1105	870	331	279	467
G001106	752	1587	340	937	975	549	990
G001107	8574	2851	8119	9475	2236	5266	663
G001108	2204	1235	1335	2185	519	714	795
G001109	138	114	180	243	52	120	1521
G001110	3184	2424	3740	4089	1159	1400	1836
G001111	1434	4322	1074	1437	2179	1285	996
G001112	3252	1254	2657	4794	879	1832	621
G001113	744	1133	897	801	454	486	2576
G001114	759	2749	252	585	1368	706	1533
G001115	7677	27384	3587	8726	15040	10917	2385
G001116	425	2996	140	619	1349	668	1287
G001117	498	1370	329	574	843	389	672
G001118	978	1194	521	960	654	430	719
G001119	847	724	856	1009	322	324	603
G001120	936	1986	924	948	621	917	5400
G001121	2147	764	1846	2234	613	1229	465
G001122	803	300	1404	1661	374	1540	562
G001123	5276	1840	4954	6492	1067	1958	574
G001124	271	421	266	201	221	243	1479
G001125	118	340	375	160	173	112	768
G001126	15	26	69	54	16	55	546
G001127	1148	991	663	1365	540	975	657
G001128	217	476	353	232	403	231	1458
G001129	650	619	487	845	512	366	495
G001130	491	377	300	462	319	402	555
G001131	3020	3567	3114	3160	2495	1851	1130
G001132	2799	6283	1992	3012	4130	3048	1422
G001133	8627	5942	6067	9103	3457	5371	1070
G001134	1233	627	1197	1357	370	1062	708
G001135	4957	2608	3457	4684	1757	4881	855
G001136	1077	281	1466	1262	221	582	483
G001137	278	637	497	362	356	447	1551
